chr1	3670354	3672736
chr1	3993219	3993983
chr1	4173623	4174396
chr1	4228073	4228595
chr1	4234236	4234291
chr1	4332294	4332924
chr1	4351559	4352621
chr1	4412316	4412932
chr1	4416634	4418365
chr1	4426812	4427763
chr1	4432286	4432487
chr1	4433378	4434015
chr1	4481065	4481553
chr1	4490252	4498431
chr1	4516445	4517146
chr1	4533997	4534428
chr1	4570964	4572449
chr1	4579288	4580195
chr1	4601941	4602915
chr1	4616699	4618105
chr1	4620281	4620825
chr1	4622054	4624471
chr1	4627732	4628688
chr1	4653663	4655608
chr1	4656160	4656624
chr1	4669680	4670144
chr1	4671123	4672197
chr1	4689000	4689715
chr1	4745477	4745792
chr1	4746389	4748905
chr1	4766785	4768979
chr1	4769643	4770510
chr1	4774373	4776238
chr1	4779913	4780693
chr1	4784340	4786427
chr1	4806990	4809204
chr1	4855580	4855712
chr1	4856837	4859441
chr1	4873383	4873817
chr1	4906808	4907420
chr1	4914293	4915106
chr1	4918561	4919028
chr1	5017812	5021742
chr1	5022405	5023975
chr1	5046620	5046832
chr1	5070161	5070670
chr1	5082514	5084003
chr1	5088064	5088276
chr1	5103142	5103583
chr1	5170402	5170866
chr1	5904779	5905213
chr1	5915248	5918128
chr1	6135006	6135500
chr1	6143944	6144265
chr1	6173822	6174016
chr1	6188549	6189294
chr1	6190583	6190785
chr1	6204847	6205143
chr1	6213245	6219292
chr1	6219914	6220063
chr1	6220822	6224362
chr1	6224922	6227214
chr1	6243005	6245276
chr1	6249394	6249713
chr1	6271693	6272734
chr1	6277142	6277502
chr1	6280442	6281171
chr1	6282214	6283477
chr1	6330567	6330978
chr1	6357673	6360049
chr1	6382428	6383837
chr1	6401287	6402142
chr1	6405848	6407355
chr1	6409812	6410913
chr1	6417828	6418648
chr1	6440992	6441745
chr1	6453544	6453997
chr1	6466947	6467446
chr1	6858967	6859432
chr1	6969458	6970239
chr1	6979623	6980038
chr1	7010094	7010820
chr1	7015308	7015588
chr1	7050754	7051089
chr1	7086016	7086337
chr1	7087719	7091297
chr1	7098509	7101173
chr1	7105031	7105704
chr1	7108014	7109480
chr1	7110718	7114541
chr1	7116385	7117646
chr1	7118783	7119458
chr1	7137010	7137198
chr1	7138039	7142288
chr1	7143893	7144294
chr1	7146421	7147685
chr1	7148407	7148672
chr1	7153432	7153780
chr1	7168065	7168701
chr1	7175209	7175584
chr1	7204545	7205335
chr1	7205896	7207560
chr1	7218839	7219392
chr1	7261282	7262109
chr1	7382121	7382769
chr1	7393902	7394567
chr1	7395348	7399157
chr1	7454840	7455534
chr1	7491929	7492783
chr1	7543431	7543946
chr1	7769613	7769921
chr1	7777132	7778625
chr1	8890313	8890654
chr1	9237175	9237445
chr1	9282986	9283226
chr1	9298373	9299794
chr1	9541218	9541673
chr1	9544640	9546834
chr1	9547738	9549729
chr1	9572999	9573861
chr1	9602321	9602790
chr1	9621364	9621811
chr1	9629767	9630729
chr1	9638581	9638936
chr1	9659017	9659503
chr1	9696584	9697257
chr1	9699236	9701817
chr1	9702965	9703526
chr1	9707644	9707984
chr1	9716877	9717437
chr1	9728231	9728802
chr1	9729421	9729904
chr1	9739880	9740322
chr1	9742326	9743991
chr1	9744674	9749094
chr1	9754250	9754550
chr1	9769602	9769999
chr1	9772673	9773787
chr1	9787469	9788273
chr1	9796526	9801805
chr1	9804649	9807151
chr1	9812901	9813408
chr1	9815714	9816680
chr1	9817792	9818191
chr1	9818863	9819221
chr1	9820060	9820255
chr1	9822482	9827406
chr1	9832451	9834957
chr1	9846134	9851275
chr1	9857519	9857884
chr1	9858677	9859533
chr1	9876664	9877556
chr1	9878611	9879625
chr1	9893231	9893632
chr1	9905884	9906111
chr1	9908369	9909361
chr1	9938743	9938766
chr1	9939969	9945522
chr1	9949917	9950203
chr1	9966430	9969296
chr1	9970680	9970886
chr1	9972738	9973167
chr1	9975131	9976345
chr1	9989807	9990441
chr1	9991390	9992652
chr1	10003044	10004086
chr1	10006979	10007715
chr1	10008693	10009676
chr1	10024500	10024633
chr1	10037018	10040606
chr1	10054314	10054639
chr1	10089298	10090016
chr1	10096464	10096650
chr1	10114707	10115120
chr1	10128210	10128317
chr1	10129071	10129845
chr1	10130713	10132333
chr1	10135932	10136303
chr1	10150466	10151006
chr1	10196938	10197304
chr1	10210737	10211753
chr1	10220065	10220516
chr1	10221568	10221649
chr1	10222560	10223040
chr1	10224507	10226200
chr1	10226861	10227336
chr1	10228168	10229450
chr1	10230328	10234231
chr1	10234838	10235180
chr1	10239493	10239599
chr1	10240172	10240486
chr1	10254321	10254794
chr1	10256748	10257064
chr1	10266823	10267164
chr1	10279182	10279365
chr1	10280014	10280799
chr1	10284636	10285911
chr1	10324810	10326575
chr1	10331374	10331807
chr1	10398057	10398209
chr1	10429847	10430314
chr1	10454059	10454355
chr1	10456617	10457006
chr1	10485229	10485946
chr1	10488153	10488648
chr1	10494670	10494821
chr1	10623269	10623785
chr1	10699791	10700492
chr1	10719503	10720979
chr1	10759520	10760020
chr1	10768973	10769670
chr1	10771716	10772196
chr1	10835597	10836274
chr1	10837150	10837581
chr1	10877308	10878530
chr1	10879775	10880852
chr1	10918992	10919594
chr1	10932628	10933445
chr1	10935598	10935649
chr1	10937534	10937920
chr1	10941634	10942045
chr1	10942840	10943784
chr1	10950153	10950625
chr1	10952512	10953066
chr1	10990419	10996216
chr1	10996730	10997121
chr1	11001244	11002201
chr1	11002845	11003574
chr1	11010301	11012520
chr1	11017082	11017948
chr1	11019357	11019644
chr1	11026609	11027845
chr1	11033094	11035414
chr1	11036886	11037637
chr1	11046855	11047423
chr1	11055719	11056447
chr1	11065102	11065767
chr1	11097219	11097669
chr1	11120729	11121266
chr1	11139840	11140356
chr1	11228746	11229997
chr1	11233834	11234298
chr1	11250154	11251916
chr1	11272139	11272222
chr1	11328871	11330722
chr1	11335883	11336064
chr1	11351034	11351598
chr1	11401350	11401761
chr1	11413597	11414927
chr1	11416259	11416582
chr1	11493215	11493586
